text,label,sarcasm_type,source,has_emoji,has_hashtag,text_length,clean_text,emoji_count
"Oh great, another my workout.  #irony",1,verbal_irony,synthetic,0,1.0,37.0,oh great another my workout  irony,
I truly appreciate the presentation today. 🎉,0,none,synthetic,1,0.0,44.0,i truly appreciate the presentation today 🎉,
"Nice, family dinner ruined everything. 😒 #mood",1,understatement,synthetic,1,1.0,46.0,nice family dinner ruined everything 😒 mood,
my phone battery dying improved my day.,0,none,synthetic,0,0.0,39.0,my phone battery dying improved my day,
"Wow, just what I needed: my vacation plans.  #irony",1,situational,synthetic,0,1.0,51.0,wow just what i needed my vacation plans  irony,
the slow laptop went very well. 👍,0,none,synthetic,1,0.0,33.0,the slow laptop went very well 👍,
So happy that family dinner happened today. 😒,1,understatement,synthetic,1,0.0,45.0,so happy that family dinner happened today 😒,
I am excited about lunch with friends. 🎉,0,none,synthetic,1,0.0,40.0,i am excited about lunch with friends 🎉,
"Sure, because the feedback I got is exactly what I wanted. 😂 #mood",1,exaggeration,synthetic,1,1.0,66.0,sure because the feedback i got is exactly what i wanted 😂 mood,
extra homework went very well. 👍,0,none,synthetic,1,0.0,32.0,extra homework went very well 👍,
Love how the delayed bus always happens to me. 😒 #mood,1,understatement,synthetic,1,1.0,54.0,love how the delayed bus always happens to me 😒 mood,
lunch with friends was very helpful. 😊,0,none,synthetic,1,0.0,38.0,lunch with friends was very helpful 😊,
"Fantastic, my day is complete with teamwork in class. 😂 #irony",1,exaggeration,synthetic,1,1.0,62.0,fantastic my day is complete with teamwork in class 😂 irony,
my workout was very helpful. 😊,0,none,synthetic,1,0.0,30.0,my workout was very helpful 😊,
Perfect timing for the power cut. 😅 #irony,1,verbal_irony,synthetic,1,1.0,42.0,perfect timing for the power cut 😅 irony,
I really enjoyed family dinner today. 🎉,0,none,synthetic,1,0.0,39.0,i really enjoyed family dinner today 🎉,
So happy that the presentation today happened today. 🙃 #life,1,verbal_irony,synthetic,1,1.0,60.0,so happy that the presentation today happened today 🙃 life,
I am grateful for the project submission.,0,none,synthetic,0,0.0,41.0,i am grateful for the project submission,
Perfect timing for the traffic jam. 😅 #irony,1,understatement,synthetic,1,1.0,44.0,perfect timing for the traffic jam 😅 irony,
the power cut made me feel happy. 😊,0,none,synthetic,1,0.0,35.0,the power cut made me feel happy 😊,
"Wow, just what I needed: working late. 😅 #irony",1,understatement,synthetic,1,1.0,47.0,wow just what i needed working late 😅 irony,
I am excited about the feedback I got. 👍,0,none,synthetic,1,0.0,40.0,i am excited about the feedback i got 👍,
So happy that the client call happened today. 😒 #irony,1,situational,synthetic,1,1.0,54.0,so happy that the client call happened today 😒 irony,
I truly appreciate the delayed bus. 👍,0,none,synthetic,1,0.0,37.0,i truly appreciate the delayed bus 👍,
"Nice, the delayed bus ruined everything. 😒",1,exaggeration,synthetic,1,0.0,42.0,nice the delayed bus ruined everything 😒,
the delayed bus went very well. 👍,0,none,synthetic,1,0.0,33.0,the delayed bus went very well 👍,
"Fantastic, my day is complete with family dinner.  #mood",1,exaggeration,synthetic,0,1.0,56.0,fantastic my day is complete with family dinner  mood,
Feeling positive about the delayed bus. 🎉,0,none,synthetic,1,0.0,41.0,feeling positive about the delayed bus 🎉,
"Fantastic, my day is complete with the presentation today. 😅 #life",1,exaggeration,synthetic,1,1.0,66.0,fantastic my day is complete with the presentation today 😅 life,
the delayed bus improved my day. 🎉,0,none,synthetic,1,0.0,34.0,the delayed bus improved my day 🎉,
"Sure, because the weather today is exactly what I wanted. 😂 #irony",1,situational,synthetic,1,1.0,66.0,sure because the weather today is exactly what i wanted 😂 irony,
the power cut made me feel happy. 😊,0,none,synthetic,1,0.0,35.0,the power cut made me feel happy 😊,
So happy that the feedback I got happened today. 😒,1,verbal_irony,synthetic,1,0.0,50.0,so happy that the feedback i got happened today 😒,
I am excited about the long meeting. 👍,0,none,synthetic,1,0.0,38.0,i am excited about the long meeting 👍,
Perfect timing for the exam schedule.  #life,1,situational,synthetic,0,1.0,44.0,perfect timing for the exam schedule  life,
I am excited about the slow laptop.,0,none,synthetic,0,0.0,35.0,i am excited about the slow laptop,
"Amazing, my internet stopped working again. 🙃 #sarcasm",1,exaggeration,synthetic,1,1.0,54.0,amazing my internet stopped working again 🙃 sarcasm,
Feeling positive about the traffic jam.,0,none,synthetic,0,0.0,39.0,feeling positive about the traffic jam,
Love how my vacation plans always happens to me. 🙃,1,exaggeration,synthetic,1,0.0,50.0,love how my vacation plans always happens to me 🙃,
the feedback I got was very helpful. 😊,0,none,synthetic,1,0.0,38.0,the feedback i got was very helpful 😊,
"Nice, my phone battery dying ruined everything. 😅 #sarcasm",1,verbal_irony,synthetic,1,1.0,58.0,nice my phone battery dying ruined everything 😅 sarcasm,
my phone battery dying made me feel happy.,0,none,synthetic,0,0.0,42.0,my phone battery dying made me feel happy,
"Sure, because the power cut is exactly what I wanted.  #sarcasm",1,situational,synthetic,0,1.0,63.0,sure because the power cut is exactly what i wanted  sarcasm,
I am grateful for the power cut. 🎉,0,none,synthetic,1,0.0,34.0,i am grateful for the power cut 🎉,
"Yeah right, I just love working late. 😒 #mood",1,situational,synthetic,1,1.0,45.0,yeah right i just love working late 😒 mood,
I truly appreciate teamwork in class. 😊,0,none,synthetic,1,0.0,39.0,i truly appreciate teamwork in class 😊,
So happy that the presentation today happened today. 😅,1,verbal_irony,synthetic,1,0.0,54.0,so happy that the presentation today happened today 😅,
Today was great because of the traffic jam.,0,none,synthetic,0,0.0,43.0,today was great because of the traffic jam,
"Sure, because the exam schedule is exactly what I wanted. 😅",1,verbal_irony,synthetic,1,0.0,59.0,sure because the exam schedule is exactly what i wanted 😅,
Today was great because of teamwork in class. 😊,0,none,synthetic,1,0.0,47.0,today was great because of teamwork in class 😊,
"Wow, just what I needed: extra homework. 😅 #life",1,understatement,synthetic,1,1.0,48.0,wow just what i needed extra homework 😅 life,
I am grateful for teamwork in class. 😊,0,none,synthetic,1,0.0,38.0,i am grateful for teamwork in class 😊,
So happy that teamwork in class happened today. 🙃 #sarcasm,1,situational,synthetic,1,1.0,58.0,so happy that teamwork in class happened today 🙃 sarcasm,
the weather today went very well.,0,none,synthetic,0,0.0,33.0,the weather today went very well,
"Sure, because family dinner is exactly what I wanted. 😅 #life",1,understatement,synthetic,1,1.0,61.0,sure because family dinner is exactly what i wanted 😅 life,
the presentation today was very helpful. 👍,0,none,synthetic,1,0.0,42.0,the presentation today was very helpful 👍,
So happy that the feedback I got happened today. 😂 #mood,1,understatement,synthetic,1,1.0,56.0,so happy that the feedback i got happened today 😂 mood,
lunch with friends was very helpful. 😊,0,none,synthetic,1,0.0,38.0,lunch with friends was very helpful 😊,
"Oh great, another the long meeting. 😅 #mood",1,understatement,synthetic,1,1.0,43.0,oh great another the long meeting 😅 mood,
I am excited about the feedback I got. 👍,0,none,synthetic,1,0.0,40.0,i am excited about the feedback i got 👍,
"Oh great, another my phone battery dying. 😂 #life",1,exaggeration,synthetic,1,1.0,49.0,oh great another my phone battery dying 😂 life,
I am grateful for the presentation today. 🎉,0,none,synthetic,1,0.0,43.0,i am grateful for the presentation today 🎉,
"Sure, because the long meeting is exactly what I wanted. 🙃 #mood",1,exaggeration,synthetic,1,1.0,64.0,sure because the long meeting is exactly what i wanted 🙃 mood,
the project submission went very well. 🎉,0,none,synthetic,1,0.0,40.0,the project submission went very well 🎉,
Love how my internet crashing always happens to me. 🙃,1,understatement,synthetic,1,0.0,53.0,love how my internet crashing always happens to me 🙃,
Today was great because of lunch with friends. 🎉,0,none,synthetic,1,0.0,48.0,today was great because of lunch with friends 🎉,
"Yeah right, I just love the power cut.  #sarcasm",1,exaggeration,synthetic,0,1.0,48.0,yeah right i just love the power cut  sarcasm,
I am excited about the client call.,0,none,synthetic,0,0.0,35.0,i am excited about the client call,
"Wow, just what I needed: the long meeting. 🙃 #life",1,verbal_irony,synthetic,1,1.0,50.0,wow just what i needed the long meeting 🙃 life,
I really enjoyed the client call today.,0,none,synthetic,0,0.0,39.0,i really enjoyed the client call today,
"Yeah right, I just love family dinner. 😂",1,verbal_irony,synthetic,1,0.0,40.0,yeah right i just love family dinner 😂,
I really enjoyed my phone battery dying today. 🎉,0,none,synthetic,1,0.0,48.0,i really enjoyed my phone battery dying today 🎉,
Love how the power cut always happens to me. 😒 #mood,1,understatement,synthetic,1,1.0,52.0,love how the power cut always happens to me 😒 mood,
the long meeting went very well. 👍,0,none,synthetic,1,0.0,34.0,the long meeting went very well 👍,
"Oh great, another my internet crashing. 😅 #mood",1,exaggeration,synthetic,1,1.0,47.0,oh great another my internet crashing 😅 mood,
the feedback I got made me feel happy.,0,none,synthetic,0,0.0,38.0,the feedback i got made me feel happy,
Love how extra homework always happens to me. 😂 #irony,1,verbal_irony,synthetic,1,1.0,54.0,love how extra homework always happens to me 😂 irony,
the weather today was very helpful. 🎉,0,none,synthetic,1,0.0,37.0,the weather today was very helpful 🎉,
"Sure, because the project submission is exactly what I wanted. 🙃 #sarcasm",1,understatement,synthetic,1,1.0,73.0,sure because the project submission is exactly what i wanted 🙃 sarcasm,
the traffic jam was very helpful. 🎉,0,none,synthetic,1,0.0,35.0,the traffic jam was very helpful 🎉,
"Nice, extra homework ruined everything. 😂 #life",1,understatement,synthetic,1,1.0,47.0,nice extra homework ruined everything 😂 life,
Feeling positive about the traffic jam. 👍,0,none,synthetic,1,0.0,41.0,feeling positive about the traffic jam 👍,
So happy that the long meeting happened today. 🙃 #sarcasm,1,exaggeration,synthetic,1,1.0,57.0,so happy that the long meeting happened today 🙃 sarcasm,
the traffic jam made me feel happy. 👍,0,none,synthetic,1,0.0,37.0,the traffic jam made me feel happy 👍,
"Fantastic, my day is complete with lunch with friends. 😒",1,exaggeration,synthetic,1,0.0,56.0,fantastic my day is complete with lunch with friends 😒,
I am grateful for the project submission.,0,none,synthetic,0,0.0,41.0,i am grateful for the project submission,
So happy that the client call happened today. 😒 #sarcasm,1,exaggeration,synthetic,1,1.0,56.0,so happy that the client call happened today 😒 sarcasm,
Feeling positive about the feedback I got. 👍,0,none,synthetic,1,0.0,44.0,feeling positive about the feedback i got 👍,
"Yeah right, I just love working late. 😒",1,understatement,synthetic,1,0.0,39.0,yeah right i just love working late 😒,
I really enjoyed teamwork in class today. 👍,0,none,synthetic,1,0.0,43.0,i really enjoyed teamwork in class today 👍,
Love how the slow laptop always happens to me.,1,verbal_irony,synthetic,0,0.0,46.0,love how the slow laptop always happens to me,
Today was great because of the project submission.,0,none,synthetic,0,0.0,50.0,today was great because of the project submission,
"Oh great, another the exam schedule. 🙃",1,understatement,synthetic,1,0.0,38.0,oh great another the exam schedule 🙃,
the power cut went very well.,0,none,synthetic,0,0.0,29.0,the power cut went very well,
"Fantastic, my day is complete with the client call. 😒 #life",1,understatement,synthetic,1,1.0,59.0,fantastic my day is complete with the client call 😒 life,
my workout improved my day. 😊,0,none,synthetic,1,0.0,29.0,my workout improved my day 😊,
Perfect timing for the project submission. 😅 #sarcasm,1,understatement,synthetic,1,1.0,53.0,perfect timing for the project submission 😅 sarcasm,
Feeling positive about my vacation plans. 🎉,0,none,synthetic,1,0.0,43.0,feeling positive about my vacation plans 🎉,
"Amazing, my alarm stopped working again. 😂 #irony",1,verbal_irony,synthetic,1,1.0,49.0,amazing my alarm stopped working again 😂 irony,
I really enjoyed extra homework today.,0,none,synthetic,0,0.0,38.0,i really enjoyed extra homework today,
"Wow, just what I needed: extra homework. 🙃 #irony",1,exaggeration,synthetic,1,1.0,49.0,wow just what i needed extra homework 🙃 irony,
I really enjoyed teamwork in class today. 😊,0,none,synthetic,1,0.0,43.0,i really enjoyed teamwork in class today 😊,
